date,soc_start_kWh,soc_end_kWh,plan_cost_yuan,emergency_cost_yuan,total_cost_yuan,planned_grid_kWh,emergency_grid_kWh,emergency_intervals,charge_kWh,discharge_kWh,surplus_kWh,solve_time_s
2025-03-20,8550.0,4509.9147,37568.7576326438,8439.06595914466,46007.82359178846,61193.551611,2265.7318409999984,18,17216.5712787,17581.499597,1615.2499536333346,0.23309629999857862
2025-03-21,4509.9147,4195.1292,14581.045977256501,3634.3525809716625,18215.398558228164,28677.109673000003,976.4132066666655,14,14774.071559,12250.304903,15096.291707,0.16768550000415416
2025-03-22,4195.1292,8550.0,16738.5853563974,6744.416987834833,23483.002344232234,33655.812538,1863.2661650000002,19,19606.878569999997,11962.187921,11993.188320666666,0.16165380000165896
2025-03-23,8550.0,8550.0,37785.382916938004,9177.876390703608,46963.25930764161,62936.76551,2553.1192670033324,15,21538.921949000003,17446.52682983,2627.7695411666673,0.18804580000141868
2025-03-24,8550.0,8550.0,37281.516330980296,7525.609499845992,44807.12583082629,62142.679054,2084.350952666665,18,21457.865416,17380.87101305,2151.538520383335,0.19437339999421965
2025-03-25,8550.0,8550.0,37242.6546041492,14108.179423716478,51350.834027865676,62155.187836,3887.3956818999995,21,21477.415843900002,17396.706917999996,1011.7498753333346,0.16935669999656966
2025-03-26,8550.0,8550.0,37240.83585532449,4586.084395086707,41826.920250411196,62167.6498029,1273.5360020999979,20,21512.7536554,17425.330535,3761.207817933335,0.1849350999982562
2025-03-27,8550.0,3908.5925,34736.0596198374,11038.399752696325,45774.45937253372,56332.357294,2862.347045999998,22,16335.409301000002,17408.948281,1551.2539200000015,0.15401869999914197
2025-03-28,3908.5925,3651.3455,13826.9857293744,4157.197768042997,17984.183497417398,27399.328346,1250.240448999999,16,14166.02908,11706.005805,15367.664753333334,0.16036829999939073
2025-03-29,3651.3455,8550.0,16197.6360993884,4494.513657689997,20692.149757078398,32959.34415,1285.9516953333325,15,19636.90631,11497.105088,18398.28544,0.16585140000097454
2025-03-30,8550.0,8550.0,35363.1906863334,8516.794276112661,43879.98496244606,58849.541571,2292.3191029999984,22,21234.741291000002,17200.1404936,1761.6401766000022,0.15468369999871356
2025-03-31,8550.0,8550.0,35089.7531625525,16481.948413666993,51571.70157621949,58329.606645,4417.259670333332,15,21065.52639,17063.076422000002,1793.026864000002,0.16793499999766937
2025-04-01,8550.0,8550.0,34978.49704572183,22504.492828588493,57482.989874310326,58218.9314533,6985.430221666666,17,20809.686374,16855.846002,1041.6697862999995,0.15374760000122478
2025-04-02,8550.0,8550.0,34990.8883361037,28301.665588686326,63292.55392479003,58190.043140999995,7408.531524466665,13,20426.794036799998,16545.703202999997,1282.1484316666676,0.16246500000124797
2025-04-03,8550.0,3330.1591,32997.2915082932,11363.806639536991,44361.09814783019,53250.960158,2798.9015201666643,14,14669.661768,16580.2829105,2096.9525539999995,0.14378469999792287
2025-04-04,3330.1591,3291.9518,13488.869646172,3553.965335767331,17042.83498193933,26812.600796,1125.1771423333325,13,13807.530349999999,11218.486161,18917.931499333332,0.15163030000258004
2025-04-05,3291.9518,8550.0,16094.1816311291,8482.9704637445,24577.1520948736,32958.243121,2233.984202333333,15,19613.234060000003,11154.476217,14689.354496999997,0.15207269999518758
2025-04-06,8550.0,8550.0,35110.1413496878,6193.67917113966,41303.82052082746,58732.921472,1738.7607639999985,17,20438.126336,16554.88236081,2178.3619941433344,0.1403957000002265
2025-04-07,8550.0,8550.0,34918.19216998291,7141.337553538497,42059.52972352141,58396.5670341,2161.1088846666653,18,20301.422876999997,16444.152586,3457.6863444333344,0.18817259999923408
2025-04-08,8550.0,8550.0,34772.680712858,10591.594178459154,45364.27489131715,58162.204937999995,2521.3543808999975,18,20323.036345,16461.659478,2468.9888352333337,0.34905350000190083
2025-04-09,8550.0,8550.0,34485.392761752504,22545.02746891466,57030.420230667165,57597.260092000004,6234.493408566666,17,20728.898394000003,16790.407721099997,758.951811000001,0.17227689999708673
2025-04-10,8550.0,3153.0705,32155.914942102,11321.228922959128,43477.14386506113,51791.684085,2698.0646821333316,19,14582.6303896,16669.167181800003,2115.6476593333336,0.18145499999809545
2025-04-11,3153.0705,3064.7567,13162.9452880765,4088.7249504366655,17251.670238513165,26414.760011,1223.1941066666664,11,13509.952239999999,11022.543671,19833.895382000002,0.15003509999951348
2025-04-12,3064.7567,8550.0,15938.07339606807,6013.202870561652,21951.27626662972,32869.0032103,1724.8856223666673,16,19577.319224,10920.909625,16912.31868366667,0.13881879999826197
2025-04-13,8550.0,8550.0,34098.0394939205,11471.648484747326,45569.687978667826,57058.639151999996,2876.859960633332,20,20529.3422093,16628.76726,1758.5656800000013,0.14086410000163596
2025-04-14,8550.0,8550.0,33798.2245878214,7366.199309326162,41164.423897147564,56605.479426,2120.701487999999,23,20313.308958,16453.780276999998,2338.6204330000014,0.13731170000392012
2025-04-15,8550.0,8550.0,34027.966095733995,7297.178915529497,41325.14501126349,56943.39920299999,1717.6147924999996,19,20357.6425615,16489.6905357,4653.633136366668,0.1321005000063451
2025-04-16,8550.0,8550.0,33652.284329485796,14644.532277919394,48296.81660740519,56272.421601,4123.936311199998,18,19885.5907339,16107.328581700001,838.5038100000012,0.1595895999998902
2025-04-17,8550.0,2846.59,30862.729318558,9603.659304703062,40466.38862326106,49659.077933,2278.634354866665,19,13427.283730400002,16009.1688412,1651.2550486666678,0.15466259999811882
2025-04-18,2846.59,2682.5024,12810.7621290128,3413.9304318989984,16224.692560911799,25912.746395000002,1070.624210333333,12,13084.344288,10745.997721,18290.906855,0.15117549999558832
2025-04-19,2682.5024,8550.0,15609.3735571754,2290.8766403043333,17900.250197479734,32570.366993000003,741.1120493333333,14,19637.475639999997,10625.607464,17514.931616333335,0.15396350000082748
2025-04-20,8550.0,8550.0,33186.3479115161,9635.590129017926,42821.93804053403,55630.110338,2345.164424099998,16,19789.8577869,16029.7848337,2257.4569255666684,0.1807154999987688
2025-04-21,8550.0,8550.0,32815.1143110662,4826.966140941827,37642.08045200803,55099.867116,1383.6703899999986,16,19677.7280423,15938.9597455,4227.858825866666,0.18195060000289232
2025-04-22,8550.0,8406.9123,32825.410050126804,9925.574250230333,42750.98430035714,54666.496084,2924.3949491666663,18,19311.624387,15771.1946714,1897.5320009000015,0.14968729999964125
2025-04-23,8406.9123,8550.0,33076.242041437,8011.860119099544,41088.102160536546,55489.52971,2431.621002809665,17,19625.415226143,15767.8074253,2663.6261953000007,0.14028379999945173
2025-04-24,8550.0,2437.6101,29789.2084062517,3307.778885303327,33096.98729155502,47883.775366,885.3210066666654,22,12640.6225518,15740.055177,4778.422297866668,0.13738929999817628
2025-04-25,2437.6101,2335.9225,12218.399856053155,2989.342387391666,15207.74224344482,25143.77931179,781.3361033333329,19,12720.79308,10395.361233,21599.32591812333,0.13357499999983702
2025-04-26,2335.9225,7950.0,14880.884639111802,5831.103030932998,20711.9876700448,31451.113933499997,1447.1846991666664,18,18918.97781,10271.702298,24180.829487333333,0.13861110000289045
2025-04-27,7950.0,7950.0,30971.280944032398,11780.711190103608,42751.992134136,51722.378949,2817.772429466664,19,18810.251213800002,15236.303505,2392.7324863333342,0.16751640000438783
2025-04-28,7950.0,7574.9461,30681.8506461328,36478.48328628266,67160.33393241547,50959.882698999994,9528.966531333332,15,18265.834304,15132.874328200001,733.9219378666681,0.17551349999848753
2025-04-29,7574.9461,7950.0,31802.8369552607,6040.458539046162,37843.29549430686,53114.04659699999,1613.2549096666658,16,19105.417481,15137.839689,3326.509998000001,0.16771069999958854
2025-04-30,7950.0,7950.0,31440.357171882002,10537.122414101663,41977.47958598367,52244.354568,3181.628209333332,12,18453.1706686,14947.068244,3663.025919400002,0.157037400000263
2025-05-01,7950.0,2132.9352,28501.5309016353,22385.33731845432,50886.868220089615,45216.620723,4895.894943999997,12,11937.380894,14904.636911,2068.3928840000003,0.1377364999934798
2025-05-02,2132.9352,2115.8989,12119.1728068923,30278.920936797495,42398.093743689795,24954.734508100002,6861.663682233332,10,12568.144871999999,10195.530005,15153.463239999997,0.168637700000545
2025-05-03,2115.8989,7950.0,15056.5791779303,16379.439835920162,31436.019013850462,31732.349586,3566.5136059999995,15,19048.765639,10178.809206,17561.735108999997,0.171683500004292
2025-05-04,7950.0,8295.156,32442.770293984002,16908.13943994833,49350.909733932334,54537.03344,4204.541173333332,9,19292.111415,15315.9698725,3030.7657375,0.18311319999338593
2025-05-05,8295.156,8229.6887,32491.670171759397,27613.89612704596,60105.56629880535,54675.023985,6004.37794013333,12,18541.011829000003,15077.1401862,2139.523482333334,0.1394988000029116
2025-05-06,8229.6887,7950.0,32093.018093209397,23806.448539060304,55899.4666322697,53556.709143,5289.71168223333,8,18407.8623009,15162.088325,2730.5644826666667,0.14317290000326466
2025-05-07,7950.0,8518.7391,32737.8823582915,23893.892119638105,56631.774477929604,55307.04162,5210.355892366664,11,19772.597427,15503.9388363,1180.8929716666676,0.29728260000410955
2025-05-08,8518.7391,2391.7021,30675.3270676858,20000.85870337059,50676.18577105639,49018.4298925,5135.747260833332,13,12801.4203308,15883.4838008,1409.7282233333344,0.2789215000011609
2025-05-09,2391.7021,2279.9648,12830.223014775203,9461.846540142116,22292.069554917318,25904.409157330003,1991.4079371366656,14,12649.631591000001,10346.7651362,17093.564789666663,0.2069065000032424
2025-05-10,2279.9648,8550.0,15758.9901322113,15093.6010121035,30852.5911443148,32895.347831,3470.5382906666664,16,19678.007225,10296.154165,14862.987778333332,0.17325019999407232
2025-05-11,8550.0,8550.0,33506.997459251,18792.09663927859,52299.09409852959,56436.189446000004,4475.112764733331,12,19792.911270700002,16032.2582119,1666.5700686000005,0.1548562000025413
2025-05-12,8550.0,8550.0,34163.048335965796,12885.873234489993,47048.92157045579,57621.74688200001,3461.8780933333314,15,19543.5705114,15830.29213038,5439.15136098,0.19660570000269217
2025-05-13,8550.0,8550.0,33831.93931255187,9067.60662915066,42899.54594170253,56916.1300877,2041.956537999999,18,19318.786628,15648.217178699999,2158.3044097333354,0.16170250000141095
2025-05-14,8550.0,8550.0,34110.8929868662,9495.005982228322,43605.89896909452,57507.233583,2178.626196666665,14,19141.85901413,15504.90587,3034.7578522033346,0.17466370000329334
2025-05-15,8550.0,2007.5244,31469.5566309126,8676.785437760824,40146.342068673424,50377.084394000005,2196.4058201666644,17,11807.482831500001,15452.2892145,3453.238313833334,0.12947780000104103
2025-05-16,2007.5244,2076.5113,13125.505314561498,5000.082934926661,18125.58824948816,26130.280322,1265.7362666666654,14,12459.65849,10030.235166999999,22251.086732333337,0.14241060000495054
2025-05-17,2076.5113,8550.0,16157.328596234202,13975.490484235663,30132.819080469864,33325.00299,3109.307113333333,15,19536.495199999998,9998.421291999999,16447.437111999996,0.13417639999534003
2025-05-18,8550.0,8550.0,33679.0721231672,12064.726027414323,45743.798150581526,56083.693617000004,3300.142033333331,19,18011.236354,14589.1015038,2285.5327001333344,0.169636000005994
2025-05-19,8550.0,8550.0,33730.207841192205,7020.178737856995,40750.3865790492,56340.159633,1385.022055333332,17,18177.6632339,14723.9072425,6756.209146933334,0.17097780000040075
2025-05-20,8550.0,8550.0,33366.2867086755,14899.70230912683,48265.98901780233,55627.464282,3773.717559333333,16,18334.525746,14850.9658196,1390.2270982666682,0.1354810000048019
2025-05-21,8550.0,8550.0,33698.450326877006,12192.652416670826,45891.10274354783,56171.229167000005,2843.287296733332,12,18279.139658400003,14806.103159,4178.864681000001,0.1448785000029602
2025-05-22,8550.0,1759.5733,30972.110649652,4691.1347686133295,35663.24541826533,48602.748735,1142.7139356666657,21,10532.960047999999,14643.081710999999,3038.9535170000026,0.13151859999925364
2025-05-23,1759.5733,1767.3134,13562.459506398001,5630.915225216331,19193.374731614334,26420.773895,1473.9785336666662,23,12079.004747,9777.027749,19171.826547333334,0.1571401999972295
2025-05-24,1767.3134,8343.2122,16881.494452633073,2654.506319604997,19536.00077223807,34079.5114597,697.4703066666659,12,19422.807689999998,9814.165331600001,21413.838024633333,0.15053489999991143
2025-05-25,8343.2122,7977.1205,33837.7400170182,4394.842163329999,38232.582180348196,55539.582592,985.4108429999998,21,17606.0014295,14590.343761,4964.325583166667,0.12425109999458073
2025-05-26,7977.1205,7950.0,33584.0503074906,18078.15864945861,51662.20895694921,55111.8138069,4840.262829699999,16,17714.767908,14373.370493299999,2030.8462719000026,0.13783829999738373
2025-05-27,7950.0,8256.2038,34407.9384857434,4823.274004409497,39231.212490152895,56766.540511,1200.3992633333326,17,18403.356172,14631.135065999999,4804.351368333335,0.1598322999998345
2025-05-28,8256.2038,7950.0,33832.3939321032,13196.824611205495,47029.2185433087,55446.904128,3721.136002333332,18,17546.5329055,14488.275118,3835.958242833335,0.16084370000316994
2025-05-29,7950.0,1752.4246,31447.31665860904,15473.203725197958,46920.520383807,49228.519520600006,3791.6987954666647,13,11211.0835723,14658.7955292,2357.806772966668,0.13511189999553608
2025-05-30,1752.4246,1780.2194,14089.003726444702,8551.835784058167,22640.83951050287,27046.951917,2131.2675906666664,10,12175.617027,9837.234436,20243.60365,0.15898519999609562
2025-05-31,1780.2194,8550.0,17567.5597337277,8934.739792791166,26502.299526518866,34972.238799,2222.9729499999994,14,19704.716989,9868.018210000002,18969.33142,0.14776969999365974
2025-06-01,8550.0,8550.0,35404.808950671904,65275.83102704816,100680.63997772007,58196.63897399999,16761.42143063333,6,18735.0462663,15175.387545,173.5753833333333,0.13405300000158604
2025-06-02,8550.0,8550.0,36354.6961775916,54703.88054403063,91058.57672162223,60127.323849,13333.966530949996,5,18520.491816809998,15001.598388859999,1301.5895019999998,0.16471720000117784
2025-06-03,8550.0,8550.0,37249.001858912205,42809.82850907919,80058.8303679914,61494.60941800001,10419.352443266664,8,18977.1411772,15371.4844126,115.93826333333345,0.17141710000578314
2025-06-04,8550.0,8550.0,38326.05312594,37474.52178519279,75800.57491113279,63505.219119999994,10159.499836599996,8,19707.3413836,15962.946564999998,275.06332133333336,0.1662806999956956
2025-06-05,8550.0,2059.7329,35889.49785752962,40458.232205147724,76347.73006267735,57255.5172358,10645.648223666663,7,12872.5797997,16268.0300829,147.2977260000001,0.15060039999661967
2025-06-06,2059.7329,2188.8375,15159.644929829701,46791.34054392799,61950.98547375769,28481.614478999996,11912.957685333331,6,12733.851960000004,10198.225999,7003.950803333333,0.1152386999965529
2025-06-07,2188.8375,8550.0,18651.542550697,31808.404505934996,50459.947056631994,36271.967609,8386.350203999998,10,19821.98442,10330.761147000001,4040.5813733333325,0.12333470000157831
2025-06-08,8550.0,8550.0,45087.83374326651,10101.741271252436,55189.575014518945,73879.6487171,2707.225604566663,13,22133.1234818,17927.830048000003,7196.6576212,0.2660789000001387
2025-06-09,8550.0,8550.0,44132.7812743228,19543.667973576652,63676.44924789945,72491.479159,5037.474067666663,15,22124.6675051,17920.9807209,2392.553709133334,0.2529341000044951
2025-06-10,8550.0,8550.0,44710.08321868139,17102.88873032816,61812.97194900955,73208.766648,4707.718237666664,16,22210.670181200003,17990.642911,2078.013382133334,0.18505620000360068
2025-06-11,8550.0,8550.0,45218.04346954684,29480.942426321508,74698.98589586835,74261.13743568,6949.9585451199955,12,22380.704233,18128.370474199997,874.3159053333341,0.1557639999955427
2025-06-12,8550.0,2775.4867,43379.724901740396,14459.58726476455,57839.31216650495,68661.99556750001,3683.4613319666632,14,15955.032004200002,18120.6379302,2058.671392133334,0.17138430000341032
2025-06-13,2775.4867,2703.2109,17887.5508810171,11716.643020734062,29604.19390175116,31988.622476999997,2879.764956099999,18,13121.715216100001,10693.637579999999,4094.996097,0.1753513000003295
2025-06-14,2703.2109,8550.0,20915.251699656503,9814.077794613328,30729.32949426983,38972.879385,3025.315030666665,13,19740.530292000003,10727.719398,6792.040771666667,0.16774559999612393
2025-06-15,8550.0,8550.0,47845.7824228308,5562.1917816509,53407.9742044817,77409.278246,1412.6158668000003,17,22386.473125000004,18133.043268200003,3941.48992266667,0.17075299999851268
2025-06-16,8550.0,8550.0,48290.172106585,7994.041772588993,56284.21387917399,77925.680557,2209.4459749999983,20,22378.230627,18126.366842,3189.2099303333343,0.16322840000066208
2025-06-17,8550.0,8550.0,48747.8516240776,12934.845585253826,61682.697209331425,78551.22755000001,3350.614974733331,25,22620.883692400002,18322.915815,2966.8634306666677,0.18386849999660626
2025-06-18,8550.0,8550.0,49254.3534502839,3909.5395673963285,53163.89301768023,79412.148229,1013.3589113333321,19,22824.9418,18488.202907,5160.377347333335,0.1486762999993516
2025-06-19,8550.0,2641.9419,46139.0092927654,4588.056261199158,50727.06555396455,72162.03675199999,1225.8715016666642,14,16206.70325,18444.681941000003,7366.382744666669,0.17444789999717614
2025-06-20,2641.9419,2655.0544,19300.5349576439,2172.4967949133293,21473.031752557228,33690.474319500005,724.6986766666657,14,13111.712231,10608.68563,9511.565545166668,0.16576619999977993
2025-06-21,2655.0544,8550.0,22191.50466597786,2988.1233470049974,25179.62801298286,40464.0624999,880.8746466666662,12,19494.427512,10485.035241000001,13000.804475566669,0.1606178000001819
2025-06-22,8550.0,8550.0,49008.40426085499,2415.9529222599986,51424.35718311499,78665.33667599999,679.1218849999996,12,22513.386559,18235.843148,7609.574050000002,0.15012109999952372
2025-06-23,8550.0,8550.0,48589.9961692476,1880.4560030649986,50470.452172312594,78146.385017,469.77955666666594,11,22578.300662,18288.4235806,7265.0014922666705,0.15504589999909513
2025-06-24,8550.0,8550.0,47910.2838286118,23637.70485065108,71547.98867926288,77085.7053065,5873.775158166667,12,22335.0284036,18091.3730386,2447.032849666669,0.15401139999448787
2025-06-25,8550.0,8550.0,48300.2260007414,7214.693142095683,55514.91914283708,77901.058947,1974.4521289666664,11,22592.685078000002,18300.0749527,5145.479584000005,0.1518249000000651
2025-06-26,8550.0,2276.4891,45678.0472035033,2963.6400431101642,48641.68724661347,71063.37521500001,711.8507579999996,15,15807.583265000001,18450.302259,6870.561133666668,0.1604603000014322
2025-06-27,2276.4891,2393.3369,19870.76475189633,688.0815659896653,20558.846317885997,34339.1244991,223.2477919999996,7,12838.186504000001,10293.768045,12246.307965433334,0.16943620000529336
2025-06-28,2393.3369,8550.0,22812.3146420706,1178.2194932823327,23990.534135352933,41498.961934,353.2845769999997,11,19725.173393999998,10436.393652,10786.540652333333,0.17741530000057537
2025-06-29,8550.0,8550.0,49716.3602438058,4421.675538130501,54138.0357819363,79526.842822,1468.3683800000003,10,22699.2023359,18386.353929,7414.594261766668,0.18227779999870108
2025-06-30,8550.0,8550.0,49955.0745670843,4900.897764005547,54855.97233108985,79777.1746,1312.9963405666665,8,22484.8916609,18212.762304,6940.3576003333355,0.1464826000010362
2025-07-01,8550.0,8550.0,49999.09251646952,17492.939209017986,67492.03172548751,79978.48271129999,5545.847609999997,11,22333.333250000003,18089.9999562,2414.452994166667,0.13960499999666354
2025-07-02,8550.0,8550.0,48759.0242063274,17522.083500002984,66281.10770633038,78394.84941,5396.739526666663,4,22218.423011090003,17996.922651,6665.32220991,0.13738520000333665
2025-07-03,8550.0,2404.0178,44876.5077132598,29197.825015455157,74074.33272871496,69817.77788400001,8337.819535999997,8,15268.265608000003,17898.6791456,1025.5920242666668,0.15804030000435887
